C:\Users\Public\Documents\Novel Studio\load_data\2025-12-11\10\loadapp_2025-12-11_16-47-10-060.load
Comment s10h
	PRV263-L::heel	PRV263-L::mid	PRV263-L::front	PRV263-L		PRV264-R::front	PRV264-R::mid	PRV264-R::heel	PRV264-R		Notes	
Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	
1.190	222.300	84.600	87.300	394.200	1.190	69.720	42.330	207.500	319.550	1.190		
1.200	222.300	84.600	84.600	391.500	1.200	67.230	42.330	207.500	317.060	1.200		
1.210	225.000	84.600	87.300	396.900	1.210	66.880	42.240	206.800	315.920	1.210		
1.220	222.300	81.900	87.300	391.500	1.220	66.880	42.240	206.800	315.920	1.220		
1.230	222.300	81.900	84.600	388.800	1.230	69.520	42.240	206.800	318.560	1.230		
1.240	222.300	81.900	84.600	388.800	1.240	69.520	42.240	206.800	318.560	1.240		
1.250	222.300	81.900	87.300	391.500	1.250	69.520	42.240	206.800	318.560	1.250		
1.260	222.300	81.900	87.300	391.500	1.260	69.520	42.240	206.800	318.560	1.260		
1.270	219.600	84.600	87.300	391.500	1.270	69.520	42.240	209.440	321.200	1.270		
1.280	222.300	81.900	87.300	391.500	1.280	69.520	44.880	209.440	323.840	1.280		
1.290	219.600	84.600	87.300	391.500	1.290	69.520	44.880	209.440	323.840	1.290		
1.300	219.600	81.900	87.300	388.800	1.300	69.520	44.880	209.440	323.840	1.300		
1.310	219.600	81.900	87.300	388.800	1.310	72.160	44.880	214.720	331.760	1.310		
1.320	219.600	81.900	87.300	388.800	1.320	72.160	46.640	217.360	336.160	1.320		
1.330	216.900	81.900	87.300	386.100	1.330	72.160	49.280	217.360	338.800	1.330		
1.340	216.900	81.900	87.300	386.100	1.340	74.800	49.280	217.360	341.440	1.340		
1.350	216.900	79.200	84.600	380.700	1.350	77.440	51.920	220.000	349.360	1.350		
1.360	215.000	79.980	84.280	379.260	1.360	77.000	55.000	224.400	356.400	1.360		
1.370	212.420	79.980	84.280	376.680	1.370	79.200	57.200	229.900	366.300	1.370		
1.380	212.420	77.400	84.280	374.100	1.380	79.200	59.400	232.100	370.700	1.380		
1.390	209.840	77.400	81.700	368.940	1.390	79.200	64.900	236.500	380.600	1.390		
1.400	207.260	74.820	79.980	362.060	1.400	82.500	67.100	242.000	391.600	1.400		
1.410	204.680	74.820	77.400	356.900	1.410	82.500	69.300	247.500	399.300	1.410		
1.420	202.100	72.240	74.820	349.160	1.420	82.500	74.800	251.900	409.200	1.420		
1.430	196.940	69.660	72.240	338.840	1.430	82.500	77.000	259.600	419.100	1.430		
1.440	196.940	67.080	69.660	333.680	1.440	79.200	79.200	264.000	422.400	1.440		
1.450	194.360	64.500	67.080	325.940	1.450	77.000	82.500	269.500	429.000	1.450		
1.460	191.780	61.920	61.920	315.620	1.460	77.000	82.500	271.700	431.200	1.460		
1.470	189.200	59.340	59.340	307.880	1.470	74.800	84.700	275.000	434.500	1.470		
1.480	189.200	56.760	56.760	302.720	1.480	74.800	82.500	275.000	432.300	1.480		
1.490	189.200	56.760	52.460	298.420	1.490	71.500	84.700	275.000	431.200	1.490		
1.500	189.200	54.180	47.300	290.680	1.500	71.500	84.700	275.000	431.200	1.500		
1.510	189.880	51.510	47.470	288.860	1.510	69.760	81.750	272.500	424.010	1.510		
1.520	189.880	49.490	44.440	283.810	1.520	69.760	79.570	267.050	416.380	1.520		
1.530	191.900	49.490	42.420	283.810	1.530	66.490	79.570	264.870	410.930	1.530		
1.540	191.900	49.490	42.420	283.810	1.540	66.490	77.390	259.420	403.300	1.540		
1.550	194.930	47.470	42.420	284.820	1.550	64.310	74.120	253.970	392.400	1.550		
1.560	194.930	47.470	39.390	281.790	1.560	64.310	74.120	251.790	390.220	1.560		
1.570	196.950	47.470	42.420	286.840	1.570	62.130	71.940	244.160	378.230	1.570		
1.580	199.980	47.470	42.420	289.870	1.580	59.950	69.760	236.530	366.240	1.580		
1.590	202.000	49.490	42.420	293.910	1.590	56.680	66.490	229.990	353.160	1.590		
1.600	209.070	49.490	44.440	303.000	1.600	54.500	62.130	219.090	335.720	1.600		
1.610	214.120	51.510	47.470	313.100	1.610	49.050	59.950	207.100	316.100	1.610		
1.620	224.220	54.540	49.490	328.250	1.620	46.870	54.500	191.840	293.210	1.620		
1.630	232.300	59.590	51.510	343.400	1.630	41.420	52.320	174.400	268.140	1.630		
1.640	242.400	64.640	59.590	366.630	1.640	37.060	46.870	149.330	233.260	1.640		
